"아이디","강의 아이디","강의 카테고리 아이디","강의 카테고리명","강의 명","비용","강의 구분","주차 사용 여부","분반 일련번호","수강신청 상태","강의 시작 일자","등록 일자","수강신청 시작 일자","수료증 로트 명","기관 아이디","기관명","기관 구","X좌표","Y좌표","추천여부","인기여부","신규여부","상태","강의 이미지 파일 경로","수집데이터 아이디","과목 아이디","미리보기 주소","콘텐츠 아이디","회차번호","회차수"
"ASP00001","S100120260121153220","202601169017624","역사/문화","새로운 인류, 알파세대가 온다","무료","1","N","01","2026.02.09~2026.12.31","수강신청일로부터30일","2026.02.04","-","","S1001","서울특별시 평생교육국 평생교육과","중구","37.5645124","126.9757372","","","","ING","/upload/course/ASP00001/2026/thumbnails/S100120260121153220.png","","","https://cdn.seoul.go.kr:443/mvod/_definst_/mp4:/2026/S100120260121153220/01.mp4/playlist.m3u8","S100120260121153220","144122","1"
"ASP00001","S100120260121153440","202601169017624","역사/문화","[세계여행] 집에서 떠나는 세계 유명 미술관 여행 - 근?현대 미술관","무료","1","N","01","2026.02.09~2026.12.31","수강신청일로부터30일","2026.02.04","-","","S1001","서울특별시 평생교육국 평생교육과","중구","37.5645124","126.9757372","","","","ING","/upload/course/ASP00001/2026/thumbnails/S100120260121153440.png","","","https://cdn.seoul.go.kr:443/mvod/_definst_/mp4:/2026/S100120260121153440/01.mp4/playlist.m3u8","S100120260121153440","147369","1"
"ASP00001","S100120260121153475","202601163306402","사회/정치","[기업과 사회] 기업과 인간","무료","1","N","01","2026.02.09~2026.12.31","수강신청일로부터30일","2026.02.04","-","","S1001","서울특별시 평생교육국 평생교육과","중구","37.5645124","126.9757372","","","","ING","/upload/course/ASP00001/2026/thumbnails/S100120260121153475.png","","","https://cdn.seoul.go.kr:443/mvod/_definst_/mp4:/2026/S100120260121153475/01.mp4/playlist.m3u8","S100120260121153475","146374","1"
"ASP00001","S100120260121153249","202601169878864","국가전문자격","청소년상담사 3급 한방에 끝내기 : 필기 1과목_발달심리(2025)","무료","1","N","01","2026.02.09~2026.12.31","수강신청일로부터90일","2026.02.04","-","","S1001","서울특별시 평생교육국 평생교육과","중구","37.5645124","126.9757372","","","","ING","/upload/course/ASP00001/2026/thumbnails/S100120260121153249.png","","","https://cdn.seoul.go.kr:443/mvod/_definst_/mp4:/2026/S100120260121153249/01.mp4/playlist.m3u8","S100120260121153249","146792","1"
"ASP00001","S100120260121153081","202601161966703","은퇴설계","뉴노멀 60대를 위한 노멀 50대의 새로운 준비들","무료","1","N","01","2026.02.09~2026.12.31","수강신청일로부터30일","2026.02.04","-","","S1001","서울특별시 평생교육국 평생교육과","중구","37.5645124","126.9757372","","","","ING","/upload/course/ASP00001/2026/thumbnails/S100120260121153081.png","","","https://cdn.seoul.go.kr:443/mvod/_definst_/mp4:/2026/S100120260121153081/01.mp4/playlist.m3u8","S100120260121153081","148117","1"
"ASP00001","S100120260121153526","20260116931357","신체건강","[노인 돌봄] 돌봄의 세계, 즐겁고 행복한 삶을 위해","무료","1","N","01","2026.02.09~2026.12.31","수강신청일로부터30일","2026.02.04","-","","S1001","서울특별시 평생교육국 평생교육과","중구","37.5645124","126.9757372","","","","ING","/upload/course/ASP00001/2026/thumbnails/S100120260121153526.png","","","https://cdn.seoul.go.kr:443/mvod/_definst_/mp4:/2026/S100120260121153526/01.mp4/playlist.m3u8","S100120260121153526","147354","1"
"ASP00001","S100120260121153076","202601161698888","창업전략","다시 출근합니다, 제2의 인생 - 행복한 내일(창업편)","무료","1","N","01","2026.02.09~2026.12.31","수강신청일로부터30일","2026.02.04","-","","S1001","서울특별시 평생교육국 평생교육과","중구","37.5645124","126.9757372","","","","ING","/upload/course/ASP00001/2026/thumbnails/S100120260121153076.png","","","https://cdn.seoul.go.kr:443/mvod/_definst_/mp4:/2026/S100120260121153076/01.mp4/playlist.m3u8","S100120260121153076","147888","1"
"ASP00001","S100120260121153285","202601164539727","국가기술자격","[HD]컴퓨터활용능력 1급 필기 - 3과목 데이터베이스 일반 (2024 개정)","무료","1","N","01","2026.02.09~2026.12.31","수강신청일로부터90일","2026.02.04","-","","S1001","서울특별시 평생교육국 평생교육과","중구","37.5645124","126.9757372","","","","ING","/upload/course/ASP00001/2026/thumbnails/S100120260121153285.png","","","https://mp.itgo.co.kr/mp4/M030614/01.mp4","S100120260121153285","145016","1"
"ASP00001","S100120260121153346","20260116448397","부모교육","리틀 히어로 제이","무료","1","N","01","2026.02.09~2026.12.31","수강신청일로부터30일","2026.02.04","-","","S1001","서울특별시 평생교육국 평생교육과","중구","37.5645124","126.9757372","","","","ING","/upload/course/ASP00001/2026/thumbnails/S100120260121153346.png","","","https://cdn.seoul.go.kr:443/mvod/_definst_/mp4:/2026/S100120260121153346/01.mp4/playlist.m3u8","S100120260121153346","145929","1"
"ASP00001","S100120260121153038","202601164955476","경영/기획","[직무 새로고침] 세무를 알면 비즈니스가 通한다","무료","1","N","01","2026.02.09~2026.12.31","수강신청일로부터30일","2026.02.04","-","","S1001","서울특별시 평생교육국 평생교육과","중구","37.5645124","126.9757372","","","","ING","/upload/course/ASP00001/2026/thumbnails/S100120260121153038.png","","","https://cdn.seoul.go.kr:443/mvod/_definst_/mp4:/2026/S100120260121153038/01.mp4/playlist.m3u8","S100120260121153038","147986","1"
"ASP00001","S100120260121153312","202601162391221","일본어","[다시일] 다시 시작하는 일본어회화 초급 Step 2","무료","1","N","01","2026.02.08~2026.12.31","수강신청일로부터90일","2026.02.04","-","","S1001","서울특별시 평생교육국 평생교육과","중구","37.5645124","126.9757372","","","","ING","/upload/course/ASP00001/2026/thumbnails/S100120260121153312.png","","","https://cdn.seoul.go.kr:443/mvod/_definst_/mp4:/2026/S100120260121153312/01.mp4/playlist.m3u8","S100120260121153312","147682","1"
"ASP00001","S100120260121153286","202601164539727","국가기술자격","[HD]컴퓨터활용능력 1급 실기 - 데이터베이스 실무 (2024 개정)","무료","1","N","01","2026.02.09~2026.12.31","수강신청일로부터90일","2026.02.04","-","","S1001","서울특별시 평생교육국 평생교육과","중구","37.5645124","126.9757372","","","","ING","/upload/course/ASP00001/2026/thumbnails/S100120260121153286.png","","","https://mp.itgo.co.kr/mp4/M050233/01.mp4","S100120260121153286","144935","1"
"ASP00001","S100120260121153504","202601167756943","인공지능","[HD]인공지능(AI) - 노래를 만들어 주는 suno(수노) 배우기","무료","1","N","01","2026.02.09~2026.12.31","수강신청일로부터30일","2026.02.04","-","","S1001","서울특별시 평생교육국 평생교육과","중구","37.5645124","126.9757372","","","","ING","/upload/course/ASP00001/2026/thumbnails/S100120260121153504.png","","","https://mp.itgo.co.kr/mp4/M050210/01.mp4","S100120260121153504","144722","1"
"ASP00001","S100120260121153319","202601167257866","소프트웨어 개발","[HD]자바 데이터베이스 JDBC 프로그래밍 제대로 배우기 (활용)","무료","1","N","01","2026.02.09~2026.12.31","수강신청일로부터30일","2026.02.04","-","","S1001","서울특별시 평생교육국 평생교육과","중구","37.5645124","126.9757372","","","","ING","/upload/course/ASP00001/2026/thumbnails/S100120260121153319.png","","","https://mp.itgo.co.kr/mp4/M020201/01.mp4","S100120260121153319","144761","1"
"ASP00001","S100120260121153331","202601162391221","일본어","AI로 배우는 일본어능력시험 JLPT N1 문자어휘","무료","1","N","01","2026.02.09~2026.12.31","수강신청일로부터90일","2026.02.04","-","","S1001","서울특별시 평생교육국 평생교육과","중구","37.5645124","126.9757372","","","","ING","/upload/course/ASP00001/2026/thumbnails/S100120260121153331.png","","","https://cdn.seoul.go.kr:443/mvod/_definst_/mp4:/2026/S100120260121153331/01.mp4/playlist.m3u8","S100120260121153331","146954","1"
"ASP00001","S100120260121153323","202601169333472","콘텐츠 제작","[HD]Illustrator(일러스트레이터) 2024 제대로 배우기 (활용) Part.3 GTQi 자격증대비 (실기)","무료","1","N","01","2026.02.09~2026.12.31","수강신청일로부터30일","2026.02.04","-","","S1001","서울특별시 평생교육국 평생교육과","중구","37.5645124","126.9757372","","","","ING","/upload/course/ASP00001/2026/thumbnails/S100120260121153323.png","","","https://mp.itgo.co.kr/mp4/M100805/01.mp4","S100120260121153323","145400","1"
"ASP00001","S100120260121153516","20260116448397","부모교육","자녀와의 대화, 설득하려 들지 말고 협상해라","무료","1","N","01","2026.02.09~2026.12.31","수강신청일로부터30일","2026.02.04","-","","S1001","서울특별시 평생교육국 평생교육과","중구","37.5645124","126.9757372","","","","ING","/upload/course/ASP00001/2026/thumbnails/S100120260121153516.png","","","https://cdn.seoul.go.kr:443/mvod/_definst_/mp4:/2026/S100120260121153516/01.mp4/playlist.m3u8","S100120260121153516","147414","1"
"ASP00001","S100120260121153151","202601169868422","리더십","리더에게 권하는 고민백서","무료","1","N","01","2026.02.09~2026.12.31","수강신청일로부터30일","2026.02.04","-","","S1001","서울특별시 평생교육국 평생교육과","중구","37.5645124","126.9757372","","","","ING","/upload/course/ASP00001/2026/thumbnails/S100120260121153151.png","","","https://cdn.seoul.go.kr:443/mvod/_definst_/mp4:/2026/S100120260121153151/01.mp4/playlist.m3u8","S100120260121153151","144018","1"
"ASP00001","S100120260121153270","202601166381796","디지털 업무생산성","[HD]한번에 합격하는 ITQ PowerPoint 2021 (2024 개정) Part.1 기본","무료","1","N","01","2026.02.09~2026.12.31","수강신청일로부터30일","2026.02.04","-","","S1001","서울특별시 평생교육국 평생교육과","중구","37.5645124","126.9757372","","","","ING","/upload/course/ASP00001/2026/thumbnails/S100120260121153270.png","","","https://mp.itgo.co.kr/mp4/M020217/01.mp4","S100120260121153270","145250","1"
"ASP00001","S100120260121153473","202601163306402","사회/정치","[기업과 사회복지] 사회복지정책 개요","무료","1","N","01","2026.02.09~2026.12.31","수강신청일로부터30일","2026.02.04","-","","S1001","서울특별시 평생교육국 평생교육과","중구","37.5645124","126.9757372","","","","ING","/upload/course/ASP00001/2026/thumbnails/S100120260121153473.png","","","https://cdn.seoul.go.kr:443/mvod/_definst_/mp4:/2026/S100120260121153473/01.mp4/playlist.m3u8","S100120260121153473","146383","1"
"ASP00001","S100120260121153461","202601164971219","마음건강","나는 상담소 가지 않고 자가 치유(SELF MEDICATION)한다!","무료","1","N","01","2026.02.09~2026.12.31","수강신청일로부터30일","2026.02.04","-","","S1001","서울특별시 평생교육국 평생교육과","중구","37.5645124","126.9757372","","","","ING","/upload/course/ASP00001/2026/thumbnails/S100120260121153461.png","","","https://cdn.seoul.go.kr:443/mvod/_definst_/mp4:/2026/S100120260121153461/01.mp4/playlist.m3u8","S100120260121153461","147349","1"
"ASP00001","S100120260121153484","202601163540564","4대폭력","[권일용과 표창원의 질문들] 직장 내 괴롭힘 예방 교육","무료","1","N","01","2026.02.09~2026.12.31","수강신청일로부터30일","2026.02.04","-","","S1001","서울특별시 평생교육국 평생교육과","중구","37.5645124","126.9757372","","","","ING","/upload/course/ASP00001/2026/thumbnails/S100120260121153484.png","","","https://cdn.seoul.go.kr:443/mvod/_definst_/mp4:/2026/S100120260121153484/01.mp4/playlist.m3u8","S100120260121153484","145559","1"
"ASP00001","S100120260121153335","202601166381796","디지털 업무생산성","[HD]한번에 합격하는 ITQ 한글 2022 (2025 개정)  Part.1 기본 2","무료","1","N","01","2026.02.09~2026.12.31","수강신청일로부터30일","2026.02.04","-","","S1001","서울특별시 평생교육국 평생교육과","중구","37.5645124","126.9757372","","","","ING","/upload/course/ASP00001/2026/thumbnails/S100120260121153335.png","","","https://mp.itgo.co.kr/mp4/M110424/01.mp4","S100120260121153335","145178","1"
"ASP00001","S100120260121153053","202601161966703","은퇴설계","4050세대가 반드시 풀어야 할 은퇴 숙제","무료","1","N","01","2026.02.09~2026.12.31","수강신청일로부터30일","2026.02.04","-","","S1001","서울특별시 평생교육국 평생교육과","중구","37.5645124","126.9757372","","","","ING","/upload/course/ASP00001/2026/thumbnails/S100120260121153053.png","","","https://cdn.seoul.go.kr:443/mvod/_definst_/mp4:/2026/S100120260121153053/01.mp4/playlist.m3u8","S100120260121153053","148026","1"
"ASP00001","S100120260121153459","202601168903809","청소년","아동?청소년 자녀의 마음 근육 향상을 위한 아빠의 노하우","무료","1","N","01","2026.02.09~2026.12.31","수강신청일로부터30일","2026.02.04","-","","S1001","서울특별시 평생교육국 평생교육과","중구","37.5645124","126.9757372","","","","ING","/upload/course/ASP00001/2026/thumbnails/S100120260121153459.png","","","https://cdn.seoul.go.kr:443/mvod/_definst_/mp4:/2026/S100120260121153459/01.mp4/playlist.m3u8","S100120260121153459","147399","1"
"ASP00001","S100120260121153509","202601169868422","리더십","당신의 팀은 실행 할 준비가 되어있나요? 위임의기술 리더십 PART 1","무료","1","N","01","2026.02.09~2026.12.31","수강신청일로부터30일","2026.02.04","-","","S1001","서울특별시 평생교육국 평생교육과","중구","37.5645124","126.9757372","","","","ING","/upload/course/ASP00001/2026/thumbnails/S100120260121153509.png","","","https://cdn.seoul.go.kr:443/mvod/_definst_/mp4:/2026/S100120260121153509/01.mp4/playlist.m3u8","S100120260121153509","144530","1"
"ASP00001","S100120260121153243","202601169878864","국가전문자격","경비지도사 1차 법학개론(이영표)","무료","1","N","01","2026.02.09~2026.12.31","수강신청일로부터90일","2026.02.04","-","","S1001","서울특별시 평생교육국 평생교육과","중구","37.5645124","126.9757372","","","","ING","/upload/course/ASP00001/2026/thumbnails/S100120260121153243.png","","","https://cdn.seoul.go.kr:443/mvod/_definst_/mp4:/2026/S100120260121153243/01.mp4/playlist.m3u8","S100120260121153243","147518","1"
"ASP00001","S100120260121153452","202601167756943","인공지능","[AX의 정석-이해편] 감만 믿던 직장인, AI로 데이터 업무 세팅하기","무료","1","N","01","2026.02.09~2026.12.31","수강신청일로부터30일","2026.02.04","-","","S1001","서울특별시 평생교육국 평생교육과","중구","37.5645124","126.9757372","","","","ING","/upload/course/ASP00001/2026/thumbnails/S100120260121153452.png","","","https://cdn.seoul.go.kr:443/mvod/_definst_/mp4:/2026/S100120260121153452/01.mp4/playlist.m3u8","S100120260121153452","145909","1"
"ASP00001","S100120260121153280","202601169878864","국가전문자격","2026 [사회복지사:3교시] 사회복지행정론 (이론과정)","무료","1","N","01","2026.02.09~2026.12.31","수강신청일로부터90일","2026.02.04","-","","S1001","서울특별시 평생교육국 평생교육과","중구","37.5645124","126.9757372","","","","ING","/upload/course/ASP00001/2026/thumbnails/S100120260121153280.png","","","https://cdn.seoul.go.kr:443/mvod/_definst_/mp4:/2026/S100120260121153280/01.mp4/playlist.m3u8","S100120260121153280","146265","1"
"ASP00001","S100120260121153348","202601161966703","은퇴설계","핵심만 콕! 은퇴 준비와 은퇴 설계","무료","1","N","01","2026.02.09~2026.12.31","수강신청일로부터30일","2026.02.04","-","","S1001","서울특별시 평생교육국 평생교육과","중구","37.5645124","126.9757372","","","","ING","/upload/course/ASP00001/2026/thumbnails/S100120260121153348.png","","","https://cdn.seoul.go.kr:443/mvod/_definst_/mp4:/2026/S100120260121153348/01.mp4/playlist.m3u8","S100120260121153348","145864","1"
"ASP00001","S100120260121153271","202601167257866","소프트웨어 개발","[HD]No code(노코드)! AppSheet(앱시트)로 코딩없이 전문가 수준 앱 만들기 (입문) Part.4 앱 꾸미기","무료","1","N","01","2026.02.09~2026.12.31","수강신청일로부터30일","2026.02.04","-","","S1001","서울특별시 평생교육국 평생교육과","중구","37.5645124","126.9757372","","","","ING","/upload/course/ASP00001/2026/thumbnails/S100120260121153271.png","","","https://mp.itgo.co.kr/mp4/L060108/01.mp4","S100120260121153271","145473","1"
"ASP00001","S100120260121153479","202601168120107","기타 법정의무","[표창원의 사건속으로] 반부패 청렴교육_부정청탁금지","무료","1","N","01","2026.02.09~2026.12.31","수강신청일로부터30일","2026.02.04","-","","S1001","서울특별시 평생교육국 평생교육과","중구","37.5645124","126.9757372","","","","ING","/upload/course/ASP00001/2026/thumbnails/S100120260121153479.png","","","https://cdn.seoul.go.kr:443/mvod/_definst_/mp4:/2026/S100120260121153479/01.mp4/playlist.m3u8","S100120260121153479","145853","1"
"ASP00001","S100120260121153297","202601166381796","디지털 업무생산성","[HD]한번에 합격하는 ITQ Excel 2021 (2024 개정) Part.2 기출문제","무료","1","N","01","2026.02.09~2026.12.31","수강신청일로부터30일","2026.02.04","-","","S1001","서울특별시 평생교육국 평생교육과","중구","37.5645124","126.9757372","","","","ING","/upload/course/ASP00001/2026/thumbnails/S100120260121153297.png","","","https://mp.itgo.co.kr/mp4/M061840/01.mp4","S100120260121153297","145234","1"
